lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01003094,Lambeth 010C,6.60,79.08,8.10,8.30,16.10,13.30,34.10,28.10,61.30,7.00,5.50,24.60,1.60,38.70,62.20,37.80,53.70,1.90,0.10,0.50,3.00,0.20,0.70,31.00,8.90,13.30,15.60,41.50,27.70,98.00,2.00,2.20,3.80,24.40,69.70,436250.00,15.40,6.80,8.90,0.80,8.80,51.10,8.20,6.60,6.80,8.60,84.60,83.80,11.30,4.90,62.80,31.60,5.30,0.30,0.00,0.40,6.10,34149
E01003096,Lambeth 010D,5.30,88.22,14.30,4.20,21.70,5.70,32.20,36.20,71.70,6.30,5.20,15.20,1.70,28.30,60.40,39.60,47.00,0.60,1.00,0.40,3.80,0.10,0.80,38.20,8.00,9.30,21.30,18.10,48.40,95.50,4.50,2.80,3.40,20.70,73.10,317500.00,7.30,4.50,5.90,0.90,7.10,64.40,9.70,7.30,5.00,4.90,90.10,88.50,8.30,3.20,69.40,26.00,3.70,0.60,0.20,0.40,5.60,44851
E01003127,Lambeth 010E,9.70,76.59,13.40,12.20,19.50,11.40,34.70,22.30,63.10,7.40,3.70,23.50,2.30,36.90,58.00,42.00,54.50,0.70,0.20,0.30,5.80,0.00,0.60,30.00,7.90,11.80,19.90,34.40,29.10,98.20,1.80,3.90,8.50,11.30,76.30,378000.00,13.00,7.70,8.00,0.60,9.20,48.20,13.20,8.00,4.70,5.90,89.50,86.70,9.50,3.80,60.90,30.70,6.60,1.20,0.50,0.50,6.70,33787
E01003045,Lambeth 011A,13.40,68.54,11.40,13.70,11.00,25.10,33.80,16.30,25.80,11.30,4.80,53.10,5.10,74.20,51.80,48.20,64.80,0.80,0.30,0.20,9.70,0.00,0.60,15.50,8.10,1.90,7.10,77.70,10.00,98.00,2.00,4.30,7.30,9.80,78.60,193750.00,22.20,12.90,13.00,1.20,12.00,27.30,11.30,9.60,8.80,8.70,82.50,79.20,13.40,7.40,67.70,28.30,3.00,0.50,0.40,0.40,4.80,24475
E01003047,Lambeth 011B,9.90,77.14,18.10,8.00,12.90,17.40,35.40,26.20,46.20,7.40,8.40,34.80,3.10,53.80,55.30,44.70,48.30,1.90,0.70,0.30,9.90,0.00,0.80,27.40,10.70,4.70,11.60,51.50,30.60,97.70,2.30,1.80,2.20,6.60,89.30,256500.00,18.00,8.50,11.40,2.20,8.20,38.40,13.30,8.70,7.80,5.70,86.50,81.50,12.40,6.10,77.00,21.20,1.70,0.10,0.00,0.30,7.40,27548
E01003049,Lambeth 011C,11.50,69.26,11.90,12.00,13.30,22.50,32.60,19.60,38.00,8.60,5.40,44.40,3.60,62.00,56.20,43.80,56.00,1.20,0.40,0.00,13.20,0.10,1.10,20.20,7.80,4.60,13.90,52.80,24.30,98.10,1.90,2.60,5.00,13.20,79.10,258250.00,18.90,12.80,11.30,0.90,11.80,31.80,12.40,8.90,7.50,6.00,86.50,83.50,11.00,5.50,66.90,29.20,3.70,0.00,0.10,0.40,6.60,24858
E01003059,Lambeth 011D,10.30,71.66,7.70,13.30,12.30,18.10,33.10,23.20,41.70,6.90,7.60,39.70,4.10,58.30,44.70,55.30,66.00,1.50,0.90,0.10,5.90,0.10,0.60,17.00,8.00,3.20,16.00,60.80,18.40,98.10,1.90,1.30,1.40,2.00,95.30,190000.00,21.60,11.80,12.40,1.10,9.60,27.60,16.00,10.00,7.10,7.30,85.60,83.70,11.30,5.00,67.00,27.20,4.20,1.10,0.50,0.40,6.50,24154
E01003060,Lambeth 011E,10.80,70.47,8.50,11.90,9.80,22.30,37.80,18.20,36.70,6.20,7.60,46.00,3.50,63.30,46.50,53.50,60.50,0.30,0.20,0.10,11.60,0.60,0.40,18.00,8.30,3.30,12.00,68.20,14.90,97.40,2.60,1.40,0.90,2.90,94.80,174000.00,25.80,11.60,13.10,0.80,9.80,22.90,16.10,10.40,8.40,7.60,84.00,81.30,12.80,5.90,70.70,25.30,3.20,0.50,0.30,0.30,6.30,22215
E01003061,Lambeth 011F,9.00,80.42,7.90,9.50,15.30,13.90,37.90,23.40,52.50,10.50,6.00,25.80,5.10,47.50,45.20,54.80,55.10,1.00,0.30,0.10,5.90,0.20,0.80,27.20,9.50,6.20,14.60,41.50,36.40,97.80,2.20,1.20,1.50,9.30,88.00,267000.00,17.80,7.50,9.60,0.90,9.00,37.20,18.10,9.20,4.70,6.50,88.80,84.50,10.00,5.50,75.50,21.50,2.50,0.40,0.20,0.30,7.20,28900
E01003034,Lambeth 012A,7.20,75.33,11.50,15.20,19.10,10.70,30.80,24.20,69.80,6.50,4.60,17.60,1.40,30.20,63.60,36.40,52.70,0.90,0.50,0.70,5.10,0.20,0.70,30.70,8.50,10.50,22.30,33.10,30.80,98.20,1.80,2.00,3.90,20.50,73.50,255000.00,11.50,6.80,8.90,0.60,8.50,55.60,8.20,5.40,4.20,6.10,89.70,88.50,8.70,2.80,54.40,37.10,7.70,0.70,0.10,0.60,3.80,40513
E01003035,Lambeth 012B,5.10,86.71,11.80,6.10,22.30,7.50,32.40,31.80,74.10,5.70,4.10,14.10,2.00,25.90,63.50,36.50,49.50,0.70,0.40,0.80,2.90,0.40,0.90,36.90,7.40,9.60,17.70,25.40,45.50,97.40,2.60,0.80,4.00,16.70,78.50,358000.00,9.30,4.60,5.10,0.40,7.90,64.90,7.70,5.10,5.30,5.10,89.60,89.30,6.60,4.10,60.40,33.40,5.50,0.60,0.10,0.50,5.90,45925
E01003036,Lambeth 012C,4.20,77.92,11.30,11.30,19.10,11.90,36.80,20.90,68.30,5.60,4.80,19.80,1.50,31.70,66.40,33.60,55.30,0.80,0.60,0.90,3.00,0.20,1.00,30.20,8.00,13.20,23.20,31.80,29.90,97.60,2.40,2.50,6.90,28.10,62.50,359754.00,12.40,8.20,6.60,1.60,8.10,56.70,6.40,5.50,7.30,5.40,87.30,85.00,9.60,5.30,54.30,38.50,6.40,0.70,0.10,0.50,4.10,44747
E01003090,Lambeth 012D,4.60,87.32,14.10,7.70,18.30,6.70,32.90,34.40,68.90,6.80,6.60,15.90,1.80,31.10,61.20,38.80,49.50,0.60,1.10,0.30,5.90,0.80,0.40,33.90,7.50,6.20,20.60,27.50,40.60,98.40,1.60,1.40,1.50,7.50,89.60,381500.00,10.40,5.70,6.60,0.70,7.20,60.60,8.70,6.70,5.00,5.00,90.00,88.20,7.20,4.60,63.50,30.00,6.10,0.20,0.20,0.40,5.90,39166
E01003095,Lambeth 012E,5.40,78.56,15.50,12.80,23.20,9.70,28.90,25.40,72.40,6.50,4.10,15.70,1.40,27.60,65.00,35.00,56.00,0.30,0.60,0.30,4.30,0.10,0.40,30.10,7.80,12.90,26.20,25.40,34.90,98.60,1.40,2.20,14.00,11.00,72.80,335000.00,8.40,6.30,7.30,0.90,8.40,60.20,8.50,6.60,4.00,4.00,92.00,89.20,7.20,3.50,50.30,37.40,10.70,1.70,0.00,0.60,5.10,47448
E01003037,Lambeth 013A,10.40,76.35,11.40,8.90,15.20,18.80,34.70,22.40,55.90,7.90,4.80,29.00,2.40,44.10,62.20,37.80,56.80,1.60,0.60,0.10,6.70,0.10,0.90,25.20,7.90,5.90,14.00,55.60,23.10,98.50,1.50,2.00,9.90,25.90,62.10,355000.00,16.00,9.00,9.70,0.60,11.10,45.60,8.00,7.60,8.40,9.40,82.30,80.20,13.80,6.00,65.00,29.70,4.60,0.50,0.20,0.40,4.10,29391
E01003038,Lambeth 013B,2.90,81.61,13.30,13.40,24.70,3.90,35.10,22.90,83.50,5.40,4.20,6.60,0.30,16.50,69.60,30.40,48.60,0.60,0.50,0.80,1.80,0.00,0.50,37.70,9.40,19.60,32.90,11.90,33.50,96.00,4.00,2.50,5.70,33.70,58.10,475000.00,5.50,3.70,5.60,0.50,7.10,72.20,5.40,5.30,3.70,4.80,91.50,90.20,7.70,2.10,45.90,44.00,9.00,1.20,0.00,0.70,4.70,59169
E01003039,Lambeth 013C,3.50,81.88,18.50,11.30,26.30,6.90,32.10,23.40,81.20,5.60,5.50,6.00,1.60,18.80,66.90,33.10,52.10,0.40,0.90,0.60,2.90,0.10,0.20,34.10,8.50,16.10,23.70,10.40,44.60,96.80,3.20,1.00,4.00,19.00,76.00,407500.00,4.50,3.20,4.90,0.90,8.40,72.30,5.80,3.70,2.40,4.00,93.60,92.70,5.60,1.70,49.10,39.40,9.60,1.50,0.40,0.70,5.90,59551
E01003040,Lambeth 013D,5.00,76.94,15.10,11.10,25.90,8.40,35.40,19.20,74.20,4.60,4.60,15.10,1.50,25.80,68.80,31.20,53.30,1.30,0.20,0.90,3.00,0.00,0.90,33.00,7.40,22.40,23.20,22.90,30.30,95.80,4.20,1.50,6.60,10.00,81.90,340000.00,9.10,6.20,7.30,0.60,8.10,62.40,6.30,4.30,4.50,6.20,89.30,88.70,8.00,3.30,51.20,38.70,8.20,1.50,0.30,0.60,5.10,49161
E01003042,Lambeth 013E,8.00,79.67,9.60,6.60,14.70,12.40,42.20,24.10,72.20,6.60,4.10,15.50,1.50,27.80,61.90,38.10,54.10,1.20,0.30,0.50,3.80,0.30,0.60,32.90,6.30,10.20,15.10,38.40,34.30,97.50,2.50,1.40,1.70,5.60,91.30,310000.00,14.20,7.40,7.70,1.50,8.40,52.00,8.80,4.20,7.60,5.80,86.70,84.20,10.50,5.40,63.50,32.30,4.20,0.00,0.00,0.40,5.40,33606
E01003072,Lambeth 014A,5.20,65.80,20.80,20.30,22.90,9.40,32.00,15.50,78.60,6.40,3.80,9.80,1.40,21.40,73.30,26.70,49.10,1.20,1.10,0.60,2.30,0.20,0.80,36.40,8.30,22.50,27.20,20.00,29.00,96.60,3.40,5.70,24.50,14.40,55.40,550000.00,11.40,5.80,7.50,1.00,8.30,60.50,5.50,3.80,6.30,8.00,85.80,86.00,10.00,4.00,43.00,41.40,12.10,2.20,1.30,0.80,4.60,51289
E01003073,Lambeth 014B,9.70,71.07,16.90,15.80,18.50,17.20,33.80,14.80,50.40,9.20,2.60,34.60,3.20,49.60,69.90,30.10,54.60,0.40,0.90,0.20,6.50,0.10,0.70,25.90,10.60,8.60,20.90,52.30,17.30,98.00,2.00,4.60,5.60,37.60,51.80,374750.00,16.40,10.30,11.50,1.30,10.00,42.60,7.80,7.20,6.80,6.30,86.90,84.00,11.30,4.70,49.90,40.50,8.30,1.30,0.00,0.60,3.80,32464
E01003076,Lambeth 014C,6.50,80.78,37.60,10.80,15.80,10.90,32.50,30.00,55.90,7.60,10.70,20.70,5.10,44.10,53.00,47.00,48.90,1.40,1.30,0.10,3.90,0.50,0.60,32.10,11.20,6.90,16.90,28.10,46.20,94.10,5.90,1.20,3.40,15.10,80.20,230000.00,9.40,6.30,9.30,0.60,10.70,49.40,14.40,12.00,4.30,5.10,90.70,87.70,9.00,3.30,68.80,27.30,3.70,0.10,0.10,0.40,4.80,33596
E01003077,Lambeth 014D,6.10,79.19,10.30,12.30,17.60,11.50,33.30,25.30,55.90,8.30,7.40,24.90,3.50,44.10,58.40,41.60,46.20,1.60,0.40,0.40,5.10,0.20,0.50,37.40,8.20,9.90,24.90,24.30,39.20,96.90,3.10,1.20,3.30,21.90,73.50,250000.00,11.00,8.10,9.30,0.90,10.70,49.20,10.80,12.80,4.50,6.30,89.20,86.10,9.50,4.40,64.00,31.20,4.30,0.30,0.30,0.40,4.00,33187
E01003078,Lambeth 014E,3.90,70.95,20.90,19.90,29.00,8.80,25.90,16.40,73.50,7.00,7.40,10.10,2.00,26.50,70.60,29.40,50.10,1.00,3.40,1.00,1.60,0.20,0.80,34.60,7.20,29.50,36.60,14.50,17.40,98.60,1.40,7.90,24.10,30.90,37.00,360000.00,11.80,6.20,8.70,1.20,9.70,56.40,6.00,4.70,6.20,6.60,87.20,86.50,9.50,4.10,40.50,43.50,11.80,3.30,0.80,0.80,4.10,55483
E01003019,Lambeth 015A,3.40,82.63,15.00,9.60,21.30,8.80,30.90,29.40,68.60,6.80,3.70,18.90,2.00,31.40,67.50,32.50,48.40,1.40,0.70,0.10,2.10,0.10,0.10,39.20,7.90,10.70,28.60,22.60,35.30,98.20,1.80,1.30,5.00,31.10,62.50,360000.00,9.10,5.00,6.40,1.20,8.30,62.30,7.60,5.50,5.10,5.10,89.90,87.30,8.90,3.80,56.20,37.30,5.80,0.70,0.00,0.50,3.90,46615
E01003053,Lambeth 015B,5.10,85.53,11.60,7.40,24.30,6.50,29.20,32.60,72.00,5.80,5.00,15.60,1.60,28.00,65.30,34.70,44.30,1.00,1.00,0.70,3.20,0.30,1.20,39.50,8.60,14.70,25.60,16.80,41.50,95.50,4.50,2.30,2.90,36.10,58.80,406500.00,8.40,4.70,5.20,0.30,7.10,67.10,7.30,6.30,5.30,4.60,90.20,87.90,8.30,3.80,58.90,34.60,5.70,0.40,0.40,0.50,6.40,47495
E01003054,Lambeth 015C,4.30,91.32,8.80,4.20,18.90,7.10,29.50,40.30,79.90,5.20,3.60,10.10,1.30,20.10,66.90,33.10,48.90,0.40,0.60,0.50,3.10,0.20,0.30,39.00,7.00,9.30,21.70,14.30,52.50,98.40,1.60,0.70,1.70,12.00,85.60,375000.00,5.20,3.60,4.30,0.20,8.10,72.40,6.20,4.90,2.70,3.20,94.20,92.80,5.70,1.50,62.90,30.90,5.30,0.90,0.10,0.40,6.40,51196
E01003056,Lambeth 015D,5.60,85.99,8.30,5.00,19.20,10.90,30.50,34.40,64.70,6.60,5.10,22.20,1.40,35.30,60.80,39.20,49.20,0.80,0.60,0.50,5.10,0.10,0.60,34.90,8.30,7.90,17.90,31.60,41.90,99.60,0.40,1.40,4.80,16.80,77.10,339563.00,9.00,6.70,5.10,0.90,7.50,61.70,9.20,6.30,5.50,5.20,89.30,86.50,8.20,5.30,65.20,29.10,4.70,1.00,0.10,0.40,5.60,37201
E01003058,Lambeth 015E,4.60,87.31,9.10,6.20,17.90,10.10,29.90,35.90,67.30,6.50,4.20,20.10,1.80,32.70,63.40,36.60,45.30,1.00,0.40,0.70,3.40,0.10,0.40,40.90,7.80,10.10,22.40,23.30,42.30,98.40,1.60,1.70,4.70,24.50,69.10,312500.00,9.00,4.50,6.40,0.60,7.20,64.50,7.90,6.90,3.60,4.80,91.60,89.60,7.40,3.10,61.30,32.10,6.10,0.40,0.10,0.50,5.60,42631
E01003020,Lambeth 016A,7.10,78.20,14.40,8.80,18.40,13.90,34.10,24.80,59.30,7.40,4.80,26.40,2.00,40.70,65.10,34.90,44.80,1.20,0.60,0.30,5.60,0.20,0.70,35.00,11.50,12.80,23.60,31.90,29.80,97.60,2.40,1.00,5.10,19.10,74.80,338500.00,11.20,7.10,9.20,0.70,8.40,54.70,8.70,6.80,5.00,7.40,87.60,85.10,10.50,4.50,62.30,32.20,5.20,0.40,0.00,0.40,6.40,36560
E01003050,Lambeth 016B,6.50,83.15,9.80,6.20,18.40,8.70,39.70,27.00,60.20,8.40,5.00,25.00,1.40,39.80,64.60,35.40,40.50,1.10,0.40,0.50,5.20,0.10,1.00,43.00,8.20,8.90,18.10,33.50,34.30,97.40,2.60,0.90,2.50,14.20,82.10,292475.00,11.30,6.60,7.00,0.40,8.20,58.10,8.40,8.60,5.90,6.00,88.10,85.60,9.90,4.40,69.00,28.70,1.90,0.30,0.10,0.30,7.20,35198
E01003052,Lambeth 016C,15.70,70.18,12.60,11.10,8.80,24.70,39.40,16.00,28.80,8.50,6.90,53.50,2.30,71.20,53.00,47.00,56.30,1.00,0.60,0.00,14.50,0.00,0.80,17.80,9.10,3.30,9.60,70.60,14.10,97.80,2.20,4.80,8.10,16.40,70.70,188000.00,19.30,16.10,13.80,0.90,10.80,26.60,12.50,12.20,7.00,7.90,85.20,84.10,10.90,5.00,69.70,25.70,4.50,0.00,0.10,0.40,5.70,23261
E01003055,Lambeth 016D,7.40,84.16,13.70,5.10,17.60,8.20,48.20,20.90,63.10,7.20,5.90,22.00,1.80,36.90,66.20,33.80,45.80,1.60,0.70,0.50,2.80,0.10,0.40,39.30,8.70,7.50,20.90,38.60,28.90,98.00,2.00,1.50,2.60,15.40,80.50,291250.00,14.40,6.40,8.10,1.30,7.70,55.10,6.90,4.60,8.50,7.90,83.60,82.60,10.50,6.80,66.70,29.70,2.90,0.30,0.40,0.40,7.30,35826
E01003176,Lambeth 016E,10.50,65.27,12.70,11.00,10.40,24.00,32.90,21.70,42.50,10.40,4.90,39.80,2.40,57.50,58.80,41.20,55.30,1.00,0.60,0.20,11.20,0.10,0.80,22.40,8.40,5.90,8.20,52.90,24.70,99.10,0.90,1.40,1.70,5.30,91.60,187475.00,18.80,11.30,11.80,1.50,9.30,36.10,11.20,8.10,7.50,7.40,85.10,82.20,12.20,5.60,73.70,23.20,2.60,0.50,0.00,0.30,7.00,25750
E01003029,Lambeth 017A,4.80,80.64,14.90,8.40,21.30,7.30,37.10,25.90,75.30,5.50,4.10,13.80,1.20,24.70,61.30,38.70,52.40,0.80,0.70,0.70,3.40,0.30,0.90,33.50,7.20,13.50,20.20,27.60,36.90,97.70,2.30,1.90,8.60,10.80,78.60,350000.00,10.00,4.60,6.00,0.80,8.50,61.70,8.30,5.80,5.30,5.60,89.00,88.20,8.20,3.50,56.00,35.70,7.20,0.90,0.10,0.50,4.40,44938
E01003032,Lambeth 017B,7.40,76.42,18.00,7.80,17.50,15.30,34.70,24.80,60.80,5.90,6.10,25.10,2.10,39.20,61.40,38.60,55.30,0.90,0.70,0.30,5.90,0.10,0.40,26.40,10.00,10.70,15.90,44.40,26.90,98.60,1.40,1.60,4.30,13.50,80.60,305264.00,14.10,9.40,9.90,1.10,9.30,47.30,8.90,6.70,8.00,6.50,85.50,82.70,11.40,5.90,62.10,30.40,6.20,0.90,0.40,0.50,6.10,32779
E01003041,Lambeth 017C,6.70,72.66,9.60,9.10,12.20,19.20,34.10,25.40,54.70,7.90,6.20,28.50,2.70,45.30,59.90,40.10,54.10,1.00,0.60,0.40,7.80,0.20,0.50,26.40,9.10,4.30,14.00,49.90,27.00,99.10,0.90,0.60,0.70,4.20,94.40,242000.00,18.90,7.60,9.20,0.90,7.90,48.00,7.50,6.60,10.40,6.50,83.10,80.30,11.50,8.10,69.50,27.10,3.20,0.10,0.00,0.30,6.40,30229
E01003057,Lambeth 017D,8.60,78.90,9.60,6.90,11.70,19.80,36.20,25.40,50.80,6.90,5.00,34.90,2.40,49.20,60.20,39.80,51.30,1.10,0.60,0.20,7.30,0.10,0.80,29.10,9.40,6.10,14.00,56.50,22.40,98.10,1.90,3.10,7.90,16.30,72.80,340000.00,16.40,9.90,8.50,0.70,9.40,47.00,8.00,8.30,7.90,6.60,85.50,82.30,11.20,6.50,65.30,30.00,4.40,0.30,0.00,0.40,5.80,30241
E01003043,Lambeth 018A,6.60,78.82,10.30,8.50,20.60,12.70,32.30,26.00,59.10,8.80,3.60,27.20,1.20,40.90,65.10,34.90,44.20,0.60,0.40,0.70,5.60,0.00,0.60,38.60,9.30,12.70,22.50,32.70,28.20,97.00,3.00,2.50,10.10,39.10,48.30,371000.00,10.70,5.60,7.70,1.10,8.40,59.20,7.30,6.30,6.50,6.70,86.80,85.30,9.80,5.00,62.20,31.70,5.40,0.60,0.10,0.40,5.80,40698
E01003044,Lambeth 018B,14.70,74.31,6.70,10.20,9.20,19.60,50.00,10.90,23.70,7.50,2.90,63.70,2.30,76.30,51.10,48.90,65.90,1.10,0.10,0.00,7.50,0.00,0.60,16.30,8.50,1.70,4.30,81.20,9.60,99.00,1.00,1.50,2.50,7.00,89.10,212000.00,19.30,15.70,12.80,1.40,11.00,30.70,9.10,9.10,6.80,7.80,85.50,82.80,11.00,6.20,69.00,28.70,2.10,0.00,0.20,0.30,2.70,26074
E01003051,Lambeth 018C,12.90,76.87,18.30,9.60,14.10,22.70,31.00,22.70,38.60,8.90,6.60,42.60,3.30,61.40,58.50,41.50,52.00,1.00,0.10,0.10,12.40,0.30,0.20,24.20,9.60,4.00,8.90,43.90,40.40,97.30,2.70,3.20,10.70,14.40,71.80,272500.00,17.30,10.60,12.50,1.20,10.60,36.90,10.90,10.70,7.60,5.20,87.20,84.70,9.70,5.70,71.90,23.60,3.90,0.40,0.30,0.30,4.90,26717
E01003071,Lambeth 018D,4.90,80.60,17.80,12.30,26.70,11.30,28.80,21.00,69.10,8.20,5.20,16.40,1.10,30.90,69.50,30.50,42.30,2.00,1.40,0.70,1.80,0.10,0.70,40.70,10.40,12.80,25.10,22.60,35.20,98.90,1.10,0.80,8.00,25.10,66.10,401625.00,7.80,4.10,7.50,0.80,8.00,66.10,5.70,5.50,4.60,4.70,90.70,88.80,7.90,3.30,56.30,37.10,5.70,0.90,0.10,0.50,4.90,47734
E01003074,Lambeth 018E,7.30,76.57,71.10,13.00,20.90,12.20,38.00,15.90,62.40,9.30,2.70,23.30,2.40,37.60,69.00,31.00,40.80,1.20,0.30,0.40,3.50,0.00,0.40,43.40,10.00,14.00,27.70,30.50,25.90,97.70,2.30,2.40,7.30,17.20,73.10,327500.00,9.20,6.80,9.50,1.10,9.40,57.40,6.70,4.80,5.20,6.10,88.70,86.60,8.70,4.70,62.20,33.40,3.60,0.70,0.10,0.40,5.20,42138
E01003026,Lambeth 019A,2.10,82.35,34.80,12.20,27.30,3.40,32.50,24.70,83.40,3.20,5.20,7.40,0.90,16.60,68.10,31.90,49.70,0.50,1.70,0.60,2.40,0.10,0.50,36.70,7.70,19.80,29.40,12.00,38.10,98.80,1.20,1.10,5.70,23.80,69.40,490000.00,5.10,3.50,5.90,0.60,7.10,73.60,4.20,4.40,4.70,4.30,91.00,91.40,5.40,3.20,43.90,44.50,9.30,2.30,0.00,0.70,3.90,60750
E01003027,Lambeth 019B,3.50,72.25,12.40,25.60,26.50,5.20,19.20,23.50,88.30,3.90,4.20,3.40,0.20,11.70,72.80,27.20,54.80,0.10,1.10,1.00,1.70,0.00,0.10,33.30,8.00,29.80,43.50,4.40,21.20,97.40,2.60,2.40,18.30,49.90,29.40,892500.00,3.40,3.90,6.10,0.60,8.00,72.40,5.70,4.50,1.60,3.70,94.70,93.70,5.20,1.00,26.90,51.90,16.20,3.80,1.20,1.00,3.50,73880
E01003028,Lambeth 019C,4.70,73.86,13.70,21.70,22.70,11.00,21.80,22.70,78.10,5.50,4.60,11.20,0.60,21.90,70.40,29.60,54.90,0.20,0.40,1.20,5.00,0.00,0.10,29.50,8.60,21.30,24.90,25.40,28.10,97.40,2.60,2.10,15.60,28.00,54.20,380000.00,8.70,5.00,8.00,0.50,9.60,62.20,6.10,5.20,5.00,5.10,89.90,88.50,7.10,4.40,43.00,40.30,13.50,2.80,0.40,0.80,2.90,51442
E01003030,Lambeth 019D,2.80,82.34,16.70,14.00,26.10,5.00,26.80,28.10,83.30,6.00,4.70,5.20,0.70,16.70,66.50,33.50,53.60,1.20,0.90,0.20,2.30,0.30,0.70,33.50,7.20,16.30,29.10,8.20,44.60,97.90,2.10,0.60,5.50,22.80,71.00,348500.00,5.70,2.40,5.10,0.70,6.10,73.20,6.70,3.60,2.40,4.20,93.40,92.60,5.50,1.90,47.00,45.20,6.90,0.10,0.80,0.60,4.50,59545
E01003033,Lambeth 019E,4.20,73.98,14.90,20.70,23.70,8.40,25.60,21.50,75.50,4.70,5.50,12.10,2.20,24.50,69.70,30.30,54.70,0.50,1.30,0.40,3.80,0.30,0.40,30.60,7.90,22.60,31.50,20.00,24.40,97.20,2.80,2.80,13.40,33.40,50.40,755000.00,7.40,5.10,7.50,0.60,9.70,63.60,6.00,5.90,3.30,4.50,92.20,90.50,6.80,2.70,34.50,50.20,13.30,1.70,0.30,0.80,3.30,59524
E01003018,Lambeth 020A,5.70,84.03,15.00,9.70,22.10,7.40,35.20,25.50,72.00,7.90,3.90,14.60,1.50,28.00,62.80,37.20,42.20,1.00,0.80,1.10,2.60,0.10,0.40,42.00,9.70,11.40,22.60,14.50,49.80,97.70,2.30,1.50,5.10,12.00,81.40,285000.00,8.80,5.40,5.30,0.70,8.50,64.20,7.20,7.40,3.90,5.00,91.10,89.30,7.10,3.60,65.70,30.90,3.20,0.20,0.00,0.40,5.60,41815
E01003171,Lambeth 020B,7.50,77.25,10.40,8.30,15.20,11.90,42.40,22.10,57.40,7.70,4.00,28.90,2.10,42.60,65.00,35.00,45.70,0.80,0.30,0.70,5.40,0.20,0.90,35.60,10.40,11.70,27.00,28.80,31.70,97.10,2.90,1.30,4.00,23.80,70.90,247000.00,10.60,7.80,8.00,1.40,10.40,54.90,6.80,7.30,6.60,5.70,87.70,85.20,9.80,5.00,60.10,34.90,4.10,0.70,0.10,0.50,4.40,32753
E01003173,Lambeth 020C,4.80,77.02,12.50,14.60,21.90,7.50,33.60,22.50,61.40,9.40,5.00,21.90,2.40,38.60,66.10,33.90,43.50,1.40,0.60,0.40,3.10,0.10,0.90,39.50,10.40,23.30,34.10,9.50,30.40,97.30,2.70,1.70,20.90,32.00,45.40,305000.00,9.30,6.60,8.50,0.70,11.20,54.60,9.10,6.70,4.20,7.00,88.80,87.60,8.80,3.60,48.00,43.80,6.90,1.00,0.30,0.60,3.70,43419
E01003177,Lambeth 020D,6.60,77.85,9.70,11.80,19.20,13.50,29.40,26.00,55.90,8.50,5.40,28.30,1.80,44.10,61.30,38.70,45.60,1.20,0.30,0.10,8.10,0.10,1.00,33.90,9.60,10.10,19.90,33.70,33.60,97.00,3.00,2.50,6.20,16.70,74.60,342500.00,11.40,6.80,10.60,0.70,8.30,53.00,9.20,7.00,4.30,6.30,89.40,85.70,9.60,4.70,59.50,36.10,3.80,0.60,0.00,0.50,4.90,33325
E01003178,Lambeth 020E,5.40,81.31,10.80,10.70,22.50,7.30,35.40,24.20,67.70,9.00,3.40,18.90,1.10,32.30,66.70,33.30,43.90,0.70,0.90,0.10,2.30,0.00,0.60,41.70,9.70,14.60,27.40,21.60,35.00,97.80,2.20,0.70,5.50,27.90,65.90,342750.00,11.00,6.20,8.30,1.10,8.80,58.10,6.50,5.30,6.10,5.70,88.20,86.20,9.00,4.80,56.90,37.90,4.40,0.60,0.30,0.50,5.30,45144
E01003021,Lambeth 021A,13.90,73.57,16.10,10.10,14.50,16.40,38.00,21.00,55.30,7.80,4.90,29.70,2.30,44.70,66.20,33.80,55.80,1.20,0.80,0.40,6.50,0.10,0.70,27.00,7.60,8.00,15.10,55.20,19.80,99.00,1.00,2.80,8.40,32.50,56.10,290000.00,26.80,10.90,13.00,1.40,9.60,29.10,9.20,5.40,12.50,10.30,77.20,74.30,17.80,7.90,63.30,31.10,4.70,0.90,0.00,0.40,4.10,26661
